index,ticket_id,created_date,customer,region,channel,subject,severity,time_to_resolve_hours,agent_touches,reopened,sev_weight,category
451,IDC-43666,2026-06-03T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,Date of birth validation rejecting valid 1999 dates,S2 - High,24.9,9,No,3,User Verification Friction
452,IDC-44265,2026-05-01T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Question about the data retention period,S3 - Medium,31.2,4,No,2,Account Admin
453,IDC-42033,2026-06-04T00:00:00.000Z,Rivet Play,CA-ON,Portal,Please add our new brand to the account,S4 - Low,46.7,1,No,1,Integration & Config
454,IDC-44913,2026-07-04T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Partial match returns no data on first attempt,S2 - High,18.5,4,No,3,User Verification Friction
455,IDC-43739,2026-05-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Player passed data check but failed secondary auth,S3 - Medium,21.1,3,No,2,User Verification Friction
456,IDC-43168,2026-03-01T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,Token creation request returning 401,S3 - Medium,33.5,2,No,2,Integration & Config
457,IDC-42197,2026-04-19T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Too many users routed to step-up this week,S3 - Medium,26.4,6,No,2,User Verification Friction
458,IDC-44679,2026-03-14T00:00:00.000Z,Pinnacle Play,US-CO,Portal,apiKey rejected when sent in the request body,S2 - High,7.1,8,No,3,Integration & Config
459,IDC-44623,2026-06-26T00:00:00.000Z,Ashgrove Bet,UK,Email,Duplicate verification sessions created for one user,S3 - Medium,31.6,3,No,2,User Verification Friction
460,IDC-42745,2026-08-01T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Selfie step blank on Android Chrome,S2 - High,14.9,4,No,3,User Verification Friction
461,IDC-44463,2026-02-23T00:00:00.000Z,Ashgrove Bet,UK,Portal,Verification failing with provider timeout (504),S1 - Critical,5.6,7,No,4,Platform Reliability Friction
462,IDC-42349,2026-06-12T00:00:00.000Z,Rivet Play,CA-ON,Portal,"Multiple users failing data verification, provider looks slow",S2 - High,25.5,5,Yes,3,Platform Reliability Friction
463,IDC-44067,2026-02-26T00:00:00.000Z,Marigold Gaming,US-MI,Email,Duplicate verification sessions created for one user,S1 - Critical,10.5,10,No,4,User Verification Friction
464,IDC-42017,2026-03-31T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Zip code mismatch on addresses we believe are valid,S3 - Medium,9.1,6,No,2,User Verification Friction
465,IDC-42934,2026-06-17T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"OTP channel timeout error, must be integer 15-900",S3 - Medium,10.3,4,Yes,2,User Verification Friction
466,IDC-42112,2026-05-02T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Manual review queue backing up this week,S3 - Medium,41.1,2,No,2,Operational Backlog Friction
467,IDC-43698,2026-03-08T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Invoice query forwarded from finance,S4 - Low,54.7,1,No,1,Account Admin
468,IDC-43947,2026-07-15T00:00:00.000Z,Marigold Gaming,US-MI,Email,Too many users routed to step-up this week,S3 - Medium,25.1,2,Yes,2,User Verification Friction
469,IDC-42984,2026-02-05T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,"Sanctions hit looks like a false positive, please review",S3 - Medium,29.3,6,No,2,Compliance Decision Friction
470,IDC-43856,2026-07-21T00:00:00.000Z,Marigold Gaming,US-MI,Email,Token creation request returning 401,S4 - Low,55.1,3,No,1,Integration & Config
471,IDC-42591,2026-06-05T00:00:00.000Z,Rivet Play,CA-ON,Email,Step-up auth triggering for returning players,S3 - Medium,15,6,No,2,User Verification Friction
472,IDC-42541,2026-02-06T00:00:00.000Z,Rivet Play,CA-ON,Email,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,39,2,No,2,Compliance Decision Friction
473,IDC-44053,2026-02-08T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Partial match returns no data on first attempt,S2 - High,13.6,6,No,3,User Verification Friction
474,IDC-42752,2026-05-18T00:00:00.000Z,Rivet Play,CA-ON,Email,"Sanctions hit looks like a false positive, please review",S2 - High,16.8,5,No,3,Compliance Decision Friction
475,IDC-43296,2026-04-13T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"Sanctions hit looks like a false positive, please review",S3 - Medium,30,3,No,2,Compliance Decision Friction
476,IDC-43873,2026-05-16T00:00:00.000Z,Marigold Gaming,US-MI,Email,Question about the data retention period,S4 - Low,29.3,3,No,1,Account Admin
477,IDC-43112,2026-03-16T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"Base URL misconfigured, double https in the endpoint",S3 - Medium,34.7,6,No,2,Integration & Config
478,IDC-43154,2026-04-29T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Please add our new brand to the account,S4 - Low,69.5,1,Yes,1,Integration & Config
479,IDC-42003,2026-05-29T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Token creation request returning 401,S4 - Low,41.4,3,No,1,Integration & Config
480,IDC-42658,2026-05-14T00:00:00.000Z,Rivet Play,CA-ON,Portal,Webhook signature verification failing in staging,S3 - Medium,36.1,6,No,2,Platform Reliability Friction
481,IDC-42706,2026-06-13T00:00:00.000Z,Rivet Play,CA-ON,Email,Please adjust our scheduled report frequency,S4 - Low,55.7,2,No,1,Account Admin
482,IDC-43106,2026-05-04T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,How do we clear stuck review cases?,S3 - Medium,30.4,5,Yes,2,Operational Backlog Friction
483,IDC-42422,2026-06-25T00:00:00.000Z,Rivet Play,CA-ON,Email,Invoice query forwarded from finance,S4 - Low,43.3,3,No,1,Account Admin
484,IDC-43447,2026-03-17T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Token creation request returning 401,S2 - High,14.8,5,No,3,Integration & Config
485,IDC-44436,2026-07-21T00:00:00.000Z,Ashgrove Bet,UK,Portal,Date of birth validation rejecting valid 1999 dates,S3 - Medium,27.7,5,No,2,User Verification Friction
486,IDC-44862,2026-05-19T00:00:00.000Z,Pinnacle Play,US-CO,Email,How do we clear stuck review cases?,S4 - Low,33.7,1,No,1,Operational Backlog Friction
487,IDC-44212,2026-07-15T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Date of birth validation rejecting valid 1999 dates,S3 - Medium,42.3,6,No,2,User Verification Friction
488,IDC-42342,2026-02-09T00:00:00.000Z,Rivet Play,CA-ON,Phone,"Review decision pending for 48h+, players waiting",S4 - Low,53,1,No,1,Operational Backlog Friction
489,IDC-43657,2026-03-06T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,IP allowlisting request for a new environment,S2 - High,21.2,8,No,3,Integration & Config
490,IDC-42585,2026-07-05T00:00:00.000Z,Rivet Play,CA-ON,Portal,Please add our new brand to the account,S4 - Low,57.6,3,No,1,Integration & Config
491,IDC-42846,2026-07-30T00:00:00.000Z,Rivet Play,CA-ON,Portal,"CfA failing, what does phone_not_baselined mean?",S3 - Medium,38.3,4,No,2,Platform Reliability Friction
492,IDC-43418,2026-02-21T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Player passed data check but failed secondary auth,S2 - High,22,7,No,3,User Verification Friction
493,IDC-42127,2026-02-16T00:00:00.000Z,Rivet Play,CA-ON,Portal,Token creation request returning 401,S3 - Medium,10.5,6,No,2,Integration & Config
494,IDC-44808,2026-07-07T00:00:00.000Z,Pinnacle Play,US-CO,Email,"Onboarding new market, what config changes are needed?",S4 - Low,24.7,2,No,1,Integration & Config
495,IDC-44146,2026-04-28T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,"CfA failing, what does phone_not_baselined mean?",S2 - High,14.7,6,No,3,Platform Reliability Friction
496,IDC-43614,2026-02-22T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Step-up auth triggering for returning players,S2 - High,5.1,5,No,3,User Verification Friction
497,IDC-43189,2026-04-17T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Too many users routed to step-up this week,S4 - Low,41.7,3,No,1,User Verification Friction
498,IDC-42438,2026-07-15T00:00:00.000Z,Rivet Play,CA-ON,Email,Duplicate verification sessions created for one user,S3 - Medium,35.5,4,No,2,User Verification Friction
499,IDC-44236,2026-07-27T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,How do we clear stuck review cases?,S3 - Medium,34.5,5,No,2,Operational Backlog Friction
500,IDC-43776,2026-02-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,SSN last-4 not matching for valid users,S4 - Low,24.6,3,No,1,User Verification Friction
501,IDC-44280,2026-02-26T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Can we suppress PEP alerts for our US-only brand?,S4 - Low,50.8,1,No,1,Compliance Decision Friction
502,IDC-42505,2026-03-20T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Upstream data check returning gateway errors since Monday,S2 - High,23.1,6,No,3,Platform Reliability Friction
503,IDC-43654,2026-03-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Webhook signature verification failing in staging,S2 - High,22,6,No,3,Platform Reliability Friction
504,IDC-44669,2026-02-18T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Webhook signature verification failing in staging,S3 - Medium,27.3,5,No,2,Platform Reliability Friction
505,IDC-42520,2026-06-23T00:00:00.000Z,Rivet Play,CA-ON,Email,Please adjust our scheduled report frequency,S4 - Low,61.4,2,Yes,1,Account Admin
506,IDC-44267,2026-02-17T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Please adjust our scheduled report frequency,S4 - Low,14.7,3,No,1,Account Admin
507,IDC-44100,2026-06-24T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,"CfA failing, what does phone_not_baselined mean?",S2 - High,23.2,8,No,3,Platform Reliability Friction
508,IDC-44522,2026-04-15T00:00:00.000Z,Ashgrove Bet,UK,Portal,"Multiple users failing data verification, provider looks slow",S1 - Critical,6.8,6,No,4,Platform Reliability Friction
509,IDC-44148,2026-07-20T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Can we suppress PEP alerts for our US-only brand?,S2 - High,5.3,5,No,3,Compliance Decision Friction
510,IDC-44232,2026-06-14T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,SSN last-4 not matching for valid users,S2 - High,23.4,5,No,3,User Verification Friction
511,IDC-42836,2026-04-26T00:00:00.000Z,Rivet Play,CA-ON,Email,Can we suppress PEP alerts for our US-only brand?,S2 - High,14.8,6,Yes,3,Compliance Decision Friction
512,IDC-42117,2026-02-05T00:00:00.000Z,Rivet Play,CA-ON,Email,Front of licence rejected as invalid image,S3 - Medium,27.8,3,Yes,2,User Verification Friction
513,IDC-42720,2026-05-14T00:00:00.000Z,Rivet Play,CA-ON,Phone,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,41.2,3,No,2,Compliance Decision Friction
514,IDC-43165,2026-02-12T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Player says they were verified twice and charged twice,S2 - High,5.7,6,No,3,User Verification Friction
515,IDC-43562,2026-05-20T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Callback not received after verification completes,S4 - Low,41.7,1,No,1,Platform Reliability Friction
516,IDC-43870,2026-03-20T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Address normalization rejecting apartment formats,S3 - Medium,30.4,2,No,2,User Verification Friction
517,IDC-44381,2026-05-04T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Zip code mismatch on addresses we believe are valid,S3 - Medium,20.3,6,No,2,User Verification Friction
518,IDC-43815,2026-02-18T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Inaccurate PEP alert on an obviously low-risk player,S2 - High,10.2,6,No,3,Compliance Decision Friction
519,IDC-43038,2026-03-30T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Step-up auth triggering for returning players,S3 - Medium,18.2,4,No,2,User Verification Friction
520,IDC-43484,2026-02-19T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Please adjust our scheduled report frequency,S4 - Low,62.6,1,No,1,Account Admin
521,IDC-42280,2026-02-27T00:00:00.000Z,Rivet Play,CA-ON,Portal,Please add our new brand to the account,S4 - Low,39,1,No,1,Integration & Config
522,IDC-42347,2026-06-26T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Passport read failing for a batch of users,S3 - Medium,37.7,4,No,2,User Verification Friction
523,IDC-44357,2026-07-07T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,Duplicate verification sessions created for one user,S3 - Medium,26.5,6,No,2,User Verification Friction
524,IDC-42268,2026-06-06T00:00:00.000Z,Rivet Play,CA-ON,Portal,Request: export of last month's verification volumes,S4 - Low,64.5,2,No,1,Account Admin
525,IDC-43172,2026-07-23T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Zip code mismatch on addresses we believe are valid,S3 - Medium,22.6,6,No,2,User Verification Friction
526,IDC-42086,2026-04-02T00:00:00.000Z,Rivet Play,CA-ON,Portal,"Base URL misconfigured, double https in the endpoint",S3 - Medium,12.1,3,No,2,Integration & Config
527,IDC-44918,2026-03-21T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Full 9-digit SSN check failing after config change,S3 - Medium,31.1,4,No,2,User Verification Friction
528,IDC-43584,2026-02-26T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Address normalization rejecting apartment formats,S3 - Medium,23.9,6,No,2,User Verification Friction
529,IDC-42259,2026-05-05T00:00:00.000Z,Rivet Play,CA-ON,Phone,SSN last-4 not matching for valid users,S3 - Medium,34.8,3,No,2,User Verification Friction
530,IDC-44142,2026-02-04T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,Question about the data retention period,S4 - Low,44.9,2,No,1,Account Admin
531,IDC-42791,2026-02-03T00:00:00.000Z,Rivet Play,CA-ON,Email,Duplicate verification sessions created for one user,S3 - Medium,27.7,3,No,2,User Verification Friction
532,IDC-42941,2026-03-25T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Partial match returns no data on first attempt,S4 - Low,24.6,3,No,1,User Verification Friction
533,IDC-43036,2026-03-30T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Step-up auth triggering for returning players,S3 - Medium,37.7,4,No,2,User Verification Friction
534,IDC-44075,2026-03-21T00:00:00.000Z,Marigold Gaming,US-MI,Portal,SSN last-4 not matching for valid users,S2 - High,17.8,7,No,3,User Verification Friction
535,IDC-43148,2026-03-07T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Player says they were verified twice and charged twice,S4 - Low,58.6,3,Yes,1,User Verification Friction
536,IDC-42945,2026-07-06T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,"CfA failing, what does phone_not_baselined mean?",S3 - Medium,37.2,4,No,2,Platform Reliability Friction
537,IDC-43144,2026-07-26T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,38.3,3,No,2,Compliance Decision Friction
538,IDC-43089,2026-03-25T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,"OTP channel timeout error, must be integer 15-900",S3 - Medium,25.2,6,No,2,User Verification Friction
539,IDC-43662,2026-04-12T00:00:00.000Z,Cobalt Sportsbook,US-PA,Phone,"vendors.error on data check, backend did not respond in time",S2 - High,14.8,5,Yes,3,Platform Reliability Friction
540,IDC-43087,2026-03-28T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Requesting SOC 2 report for our compliance team,S3 - Medium,27.8,4,No,2,Account Admin
541,IDC-43478,2026-07-28T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Player passed data check but failed secondary auth,S4 - Low,35.6,1,No,1,User Verification Friction
542,IDC-44855,2026-06-16T00:00:00.000Z,Pinnacle Play,US-CO,Email,Requesting SOC 2 report for our compliance team,S4 - Low,33.1,1,No,1,Account Admin
543,IDC-43265,2026-07-01T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"OTP channel timeout error, must be integer 15-900",S3 - Medium,11.8,2,No,2,User Verification Friction
544,IDC-42024,2026-07-06T00:00:00.000Z,Rivet Play,CA-ON,Portal,Question about the data retention period,S4 - Low,27.2,3,No,1,Account Admin
545,IDC-43963,2026-05-19T00:00:00.000Z,Marigold Gaming,US-MI,Email,Player says they were verified twice and charged twice,S1 - Critical,3.9,8,No,4,User Verification Friction
546,IDC-42640,2026-04-11T00:00:00.000Z,Rivet Play,CA-ON,Email,"PO Box treated as invalid, several player complaints",S4 - Low,52.3,3,No,1,User Verification Friction
547,IDC-42226,2026-06-15T00:00:00.000Z,Rivet Play,CA-ON,Portal,Front of licence rejected as invalid image,S2 - High,21.2,9,No,3,User Verification Friction
548,IDC-44411,2026-02-23T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Can the check flag an underage applicant?,S3 - Medium,39.1,3,No,2,Compliance Decision Friction
549,IDC-43421,2026-03-12T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Can the check flag an underage applicant?,S3 - Medium,35.5,2,No,2,Compliance Decision Friction
550,IDC-43366,2026-04-19T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,How do we clear stuck review cases?,S3 - Medium,30.9,6,No,2,Operational Backlog Friction
551,IDC-43203,2026-04-24T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,"Review decision pending for 48h+, players waiting",S2 - High,23.3,6,No,3,Operational Backlog Friction
552,IDC-44621,2026-05-12T00:00:00.000Z,Ashgrove Bet,UK,Phone,SSN last-4 not matching for valid users,S4 - Low,55,3,No,1,User Verification Friction
553,IDC-42553,2026-08-02T00:00:00.000Z,Rivet Play,CA-ON,Email,"vendors.error on data check, backend did not respond in time",S3 - Medium,21.4,2,No,2,Platform Reliability Friction
554,IDC-42501,2026-06-17T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Sanctions hit looks like a false positive, please review",S2 - High,14.6,7,No,3,Compliance Decision Friction
555,IDC-42534,2026-05-16T00:00:00.000Z,Rivet Play,CA-ON,Email,Can we suppress PEP alerts for our US-only brand?,S2 - High,23,4,No,3,Compliance Decision Friction
556,IDC-43611,2026-06-22T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,IP allowlisting request for a new environment,S2 - High,8.2,7,No,3,Integration & Config
557,IDC-43118,2026-04-09T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Player says they were verified twice and charged twice,S3 - Medium,11.4,4,No,2,User Verification Friction
558,IDC-44837,2026-03-04T00:00:00.000Z,Pinnacle Play,US-CO,Portal,"Multiple users failing data verification, provider looks slow",S1 - Critical,2.9,11,No,4,Platform Reliability Friction
559,IDC-42988,2026-04-08T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,Date of birth validation rejecting valid 1999 dates,S3 - Medium,23.9,4,No,2,User Verification Friction
560,IDC-44548,2026-02-16T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Token creation request returning 401,S3 - Medium,36.6,2,No,2,Integration & Config
561,IDC-42487,2026-03-27T00:00:00.000Z,Rivet Play,CA-ON,Email,Upload succeeds but result says image invalid,S2 - High,21.1,6,No,3,User Verification Friction
562,IDC-43192,2026-04-28T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"Sanctions hit looks like a false positive, please review",S3 - Medium,37.1,4,No,2,Compliance Decision Friction
563,IDC-42388,2026-02-22T00:00:00.000Z,Rivet Play,CA-ON,Portal,Requesting SOC 2 report for our compliance team,S3 - Medium,19.2,5,Yes,2,Account Admin
564,IDC-42167,2026-07-24T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Please add our new brand to the account,S4 - Low,41.6,3,No,1,Integration & Config
565,IDC-43222,2026-08-02T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,Upstream data check returning gateway errors since Monday,S1 - Critical,13.2,9,No,4,Platform Reliability Friction
